Disease,Symptom
C0014549,C0018681
C0014549,C0002416
C0014549,C0424530
C0014549,C0037763
C0014549,C0043096
C0014549,C1269955
C0006826,C0232118
C0006826,C1291692
C0006826,C0577559
C0006826,C0221198
C0006826,C0018834
C0006826,C0028081
C0006826,C0205400
C0006826,C0085593
C0006826,C0029053
C0006826,C0000737
C0006826,C0541911
C0006826,C0149696
C0006826,C0476273
C0006826,C0020649
C1145670,C0018991
C1145670,C0037384
C1145670,C0241526
C1145670,C0239134
C1145670,C0013404
C1145670,C0231835
C1145670,C0020461
C1145670,C0086439
C1145670,C0232201
C1145670,C0427108
C1145670,C0006318
C1145670,C0239110
C1145670,C0392680
C1145670,C0221198
C1145670,C0332575
C0025202,C0577559
C0025202,C0221166
C0025202,C0015967
C0025202,C0232995
C0025202,C0030193
C0025202,C0033774
C0025202,C0024103
C0025202,C0042963
C0025202,C0011991
C0017160,C0000737
C0017160,C0476287
C0017160,C0027497
C0017160,C0043096
C0017160,C0234233
C0017160,C0240962
C0017160,C0015967
C0017160,C0231528
C0017160,C0020625
C0017160,C0232602
C0017160,C0577559
C0017160,C0043096
C0242379,C0221198
C0242379,C0010200
C0242379,C0034079
C0242379,C0392680
C0242379,C0019079
C0242379,C0742985
C0242379,C0232517
C0242379,C0234238
C0242379,C0034642
C0242379,C0028081
C0242379,C0029053
C0242379,C0004093
C0242379,C1513183
C0242379,C0085631
C0242379,C0022107
C0024713,C0455769
C0024713,C0438696
C0024713,C0917799
C0024713,C0424000
C0024713,C0948786
C0024713,C0233762
C0024713,C0233763
C0024713,C0233492
C0024713,C0424068
C0024713,C0150041
C0024713,C1299586
C0024713,C0231187
C0024713,C0558089
C0024713,C0438696
C0024713,C0424000
C0031212,C0028084
C0031212,C0150041
C0031212,C0558141
C0031212,C0233762
C0031212,C0022107
C0031212,C0917801
C0031212,C0085631
C0031212,C0424109
C0031212,C0344315
C0031212,C1384489
C0031212,C0027498
C0031212,C0277794
C0031212,C0748706
C0031212,C0233481
C0031212,C0014394
C0031212,C0237154
C0031212,C0027769
C0031212,C0003962
C0031212,C0033774
C0019204,C0577559
C0019204,C0038002
C0019204,C0221198
C0019204,C0030552
C0019204,C1269955
C0019204,C0848277
C0019204,C0019080
C0019204,C0205400
C0019204,C0085632
C0019204,C0006625
C0019204,C0020672
C0019204,C0000737
C0019204,C0019209
C0019204,C0744727
C0019204,C0085628
C0019204,C0043096
C0019204,C0392680
C0019204,C0010200
C0034067,C0474395
C0034067,C0241158
C0034067,C0231807
C0034067,C0520966
C0034067,C0231528
C0034067,C0020440
C0034067,C0392162
C0034067,C0557075
C0034067,C0848277
C0034067,C0859032
C0034067,C0028081
C0034067,C0006625
C0034067,C0436331
C0034067,C0013404
C0034067,C0034642
C0034067,C0016382
C0034067,C0221150
C0034067,C0003862
C0034067,C0008301
C0034067,C0232726
C0034067,C0009806
C0019112,C0019080
C0019112,C0232695
C0019112,C0278014
C0019112,C0027498
C0019112,C0020175
C0019112,C0011991
C0019112,C0012833
C0019112,C0020625
C0019112,C0009024
C0019112,C0030193
C0019112,C1321756
C0019112,C0085624
C0019112,C0744492
C0019112,C0239832
C0019112,C0043144
C0019112,C0010200
C0006266,C0392680
C0006266,C0241158
C0006266,C0277797
C0006266,C0262581
C0006266,C0030193
C0006266,C0239134
C0006266,C0242429
C0006266,C0013404
C0006266,C0232292
C0006266,C0700292
C0006266,C0231835
C0006266,C0234215
C0006266,C0015967
C0006266,C0042963
C0006266,C0035508
C0006266,C0018991
C0006266,C0231890
C0003537,C0009024
C0003537,C0231872
C0003537,C0427055
C0003537,C0221470
C0003537,C0231530
C0003537,C0522224
C0003537,C0024031
C0003537,C0277823
C0028756,C0848168
C0028756,C0205254
C0028756,C0002962
C0028756,C0010200
C0028756,C0847488
C0028756,C0553668
C0028756,C0020672
C0028756,C0013404
C0028756,C0744727
C0028756,C0043144
C0028756,C0700292
C0028756,C0235634
C0028756,C0424749
C0034186,C0015967
C0034186,C0030193
C0034186,C0085606
C0034186,C0018965
C0034186,C0042963
C0034186,C0085593
C0034186,C0011991
C0034186,C0027497
C0034186,C0000737
C0034186,C0231528
C0034186,C0015967
C0034186,C0085593
C0014118,C0008033
C0014118,C0205400
C0014118,C0231528
C0014118,C0277797
C0014118,C0028081
C0014118,C1517205
C0014118,C0392680
C0014118,C0085619
C0014118,C0549483
C0014118,C0020649
C0014118,C0010200
C0014118,C1513183
C0014118,C0238844
C0014118,C0043096
C0014118,C0043096
C0014118,C0232118
C0014118,C0086439
C0031039,C0232267
C0031039,C0013404
C0031039,C0392680
C0031039,C0578150
C0031039,C0018800
C0031039,C0020649
C0031039,C0241235
C0031039,C0427055
C0031039,C0030193
C0031039,C0028961
C0031039,C0312422
C0031039,C0728899
C0001973,C0040822
C0001973,C0233762
C0001973,C0438696
C0001973,C0424337
C0001973,C0022107
C0001973,C0150041
C0001973,C0424000
C0001973,C0233647
C0001973,C0036572
C0001973,C0237154
C0001973,C0917801
C0001973,C0041657
C0001973,C0030318
C0001973,C0238844
C0001973,C0392680
C0032326,C0013404
C0032326,C0425560
C0032326,C0019079
C0032326,C0010200
C0032326,C0020440
C0032326,C0037580
C0032326,C0242453
C0032326,C0085631
C0011206,C1273573
C0011206,C0424092
C0011206,C0020625
C0011206,C0558089
C0011206,C0424000
C0011206,C0241526
C0011206,C0233481
C0011206,C0013144
C0011206,C0233762
C0011206,C0438696
C0011206,C0015967
C0011206,C0011991
C0027947,C1096646
C0027947,C0038002
C0027947,C0028081
C0027947,C0277797
C0027947,C0221198
C0027947,C1260880
C0027947,C0085593
C0027947,C0010200
C0027947,C0746619
C0027947,C0020598
C0027947,C0028961
C0027947,C0427629
C0027947,C0476273
C0020433,C0010520
C0020433,C0231835
C0020433,C0233070
C0020433,C0428977
C0020433,C0006157
C0020433,C0332601
C0020433,C0010200
C0020433,C0231528
C0021400,C0242143
C0021400,C0015967
C0021400,C0008033
C0021400,C1260880
C0021400,C0242429
C0021400,C0231218
C0021400,C0742985
C0021400,C0436331
C0021400,C0085593
C0021400,C0240962
C0021400,C0277873
C0021400,C0013428
C0021400,C0542073
C0021400,C0018681
C0021400,C0037383
C0021400,C0037384
C0021400,C0457097
C0021400,C0392680
C0021400,C0476273
C0021400,C0312422
C0021400,C0277794
C0439857,C0728899
C0439857,C0040822
C0439857,C0085631
C0439857,C0438696
C0439857,C0237154
C0439857,C0242453
C0439857,C0023380
C0439857,C0036572
C0439857,C0231530
C0439857,C0848340
C0439857,C0150041
C0439857,C0581911
C0439857,C0034642
C0087086,C0086439
C0087086,C0003123
C0087086,C0235396
C0087086,C0392680
C0087086,C0239981
C0087086,C0033774
C0087086,C0234233
C0087086,C0578150
C0087086,C0427055
C0087086,C0042963
C0087086,C0241252
C0008325,C0859032
C0008325,C0027497
C0008325,C0000737
C0008325,C0277977
C0008325,C0016204
C0008325,C0232488
C0008325,C0030193
C0008325,C0003962
C0008325,C0011991
C0008325,C0151878
C0008325,C0425560
C0008325,C0541992
C0008325,C0232201
C0008325,C0425449
C0008325,C0009806
C0008325,C0474505
C0008325,C0702118
C0019291,C0000737
C0019291,C0231230
C0019291,C0240805
C0019291,C0042963
C0019291,C0027497
C0019291,C0231528
C0019291,C0020625
C0019291,C0234233
C0019291,C0858924
C0019291,C0231807
C0019291,C0232766
C0019291,C0744492
C0019291,C0239832
C0019291,C0018681
C0019291,C0085636
C0149931,C0002416
C0149931,C0042963
C0149931,C0012833
C0149931,C0028643
C0149931,C0027497
C0149931,C0015967
C0149931,C0038002
C0030312,C0020639
C0030312,C0015672
C0030312,C0019080
C0030312,C0231230
C0030312,C0332601
C0030312,C0241252
C0030312,C0232488
C0008350,C0042963
C0008350,C0027497
C0008350,C0000737
C0008350,C0030193
C0008350,C0332601
C0008350,C0003962
C0008350,C0205400
C0008350,C0234233
C0008350,C0011991
C0008350,C0277797
C0008350,C0030252
C0039239,C0238705
C0039239,C0038990
C0039239,C0556346
C0039239,C0438716
C0039239,C0241158
C0039239,C0425560
C0039239,C0149746
C0039239,C0392680
C0039239,C0520888
C0039239,C0042963
C0039239,C0000737
C1258215,C0549483
C1258215,C0000727
C1258215,C0740844
C1258215,C0425491
C1258215,C0232498
C1258215,C0027497
C1258215,C0234233
C1258215,C0016204
C1258215,C0011991
C1258215,C0577559
C1258215,C0277797
C1258215,C0009806
C1258215,C0205400
C1258215,C0232995
C1258215,C0000737
C0001511,C0016204
C0001511,C0030193
C0001511,C0456091
C0001511,C0233070
C0001511,C0042963
C0001511,C0034079
C0001511,C0006157
C0001511,C0392680
C0001511,C0043096
C0001511,C0231441
C0001511,C1273573
C0001511,C0233763
C0001511,C0424000
C0011253,C0240233
C0011253,C0392701
C0011253,C0150041
C0011253,C0085631
C0011253,C0233762
C0011253,C0022107
C0011253,C0917801
C0011253,C0233647
C0011253,C0455204
C0011253,C0578859
C0011253,C0233481
C0011253,C0231187
C0011253,C0558089
C0011253,C0007398
C0011253,C0438696
C0011253,C0558261
C0011253,C0312422
C0011253,C0424109
C0011253,C0338656
C0011253,C0022107
C0011253,C0085631
C0233472,C0277794
C0233472,C0917801
C0233472,C0014394
C0233472,C0376405
C0233472,C0150041
C0233472,C0233763
C0233472,C0425251
C0233472,C0242453
C0011127,C0232257
C0011127,C0871754
C0011127,C0015967
