Disease,Symptom
C0024141,C0015967
C0024141,C2363736
C0024141,C0497156
C0024141,C0027121
C0024141,C0162323
C0024141,C0221244
C0024141,C0002170
C0024141,C0085636
C0024141,C0027059
C0024141,C0031046
C0024141,C0032231
C0024141,C0024143
C0024141,C0011570
C0024141,C0002880
C0024141,C0040034
C0024141,C0023530
C0024141,C0015967
C0024141,C0015672
C0024141,C2363736
C0024141,C0003862
C0024141,C0003864
C0024141,C0085636
C0024141,C0221201
C0024141,C0235499
C0024141,C0852968
C0024141,C0002170
C0024141,C0033975
C0024141,C0018681
C0024141,C0032231
C0024141,C0031046
C0024141,C0033687
C0024141,C0024143
C0024141,C0027497
C0024141,C0011991
C0024141,C0007971
C0024141,C0014868
C0024141,C0019158
C0024141,C0009763
C0040127,C0039239
C0040127,C0015967
C0040127,C0016382
C0040127,C0027497
C0040127,C0042963
C0040127,C0011991
C0040127,C0040822
C0040127,C4082299
C0040127,C0011175
C1527311,C0018681
C1527311,C0027497
C1527311,C0012833
C0019112,C0281778
C0019112,C0002871
C0019112,C0016167
C0019112,C2363872
C0019112,C0033775
C0019112,C0034888
C0019112,C0009402
C0038358,C1291077
C0038358,C0027497
C0038358,C0003123
C0038358,C2363736
C0221757,C0010200
C0221757,C0013404
C0221757,C0001883
C0221757,C0034067
C0221757,C0022354
C0221757,C0438237
C0221757,C0019209
C0010481,C0332601
C0010481,C0311277
C0010481,C0947912
C0010481,C0020538
C0010481,C0020621
C0010481,C0020488
C0010481,C0546817
C0010481,C0019572
C0010481,C0029456
C0010481,C0020538
C0010481,C0020621
C0010481,C0020488
C0029925,C0478132
C0029925,C1291077
C0029925,C3714614
C0029925,C0003962
C0029925,C0013390
C0029925,C2363736
C0029925,C0015672
C0029925,C0478120
C0029925,C0478132
C0029925,C0016205
C0029925,C3714614
C0029925,C0003962
C0029925,C0013390
C0029925,C2363736
C0029925,C0015672
C0029925,C0006625
C0002874,C0030312
C0002874,C0027947
C0002874,C0030232
C0002874,C0013404
C0002874,C0014591
C0002874,C0040034
C0002874,C0002871
C0002874,C2609241
C0002874,C0017574
C0002874,C0032285
C0002874,C0243026
C0002874,C0018944
C0002874,C0001824
C0002874,C0031256
C0002874,C0425945
C0002874,C0002871
C0002874,C0149745
C0002874,C0017574
C0002874,C0040425
C0002874,C0032285
C0002874,C0007642
C0002874,C0023531
C0002874,C0023890
C0002874,C0034069
C0018081,C0041976
C0018081,C0007860
C0018081,C0004769
C0018081,C0033774
C0018081,C0033246
C0018081,C0042384
C0018081,C0003864
C0039232,C0020649
C0039232,C0012833
C0039232,C0039239
C0039232,C0039239
C0008049,C0015230
C0008049,C0015967
C0008049,C0018681
C0008049,C0033774
C0006285,C0010200
C0006285,C0015967
C0221069,C0030193
C0221069,C0028738
C0221069,C0547030
C0221069,C0040264
C0221069,C0012766
C0221069,C0027497
C0221069,C0007758
C0022972,C0033377
C0022972,C0009806
C0016053,C0020458
C0016053,C0040822
C0016053,C0423600
C0007398,C0085628
C0007398,C0233612
C0007398,C0026884
C0007398,C0013528
C0021141,C0003123
C0021141,C0026821
C0021141,C0240735
C0021141,C0085628
C0021141,C0020625
C0021141,C0027497
C0021141,C0042963
C0021141,C0018681
C0021141,C0232462
C0021141,C0022107
C0042974,C0014591
C0042974,C0040440
C0042974,C0025323
C0042974,C0018924
C0023176,C0544864
C0023176,C0152025
C0023176,C0085584
C0302592,C0025874
C0302592,C0016330
C0302592,C0030193
C1306571,C0239571
C1306571,C0040822
C1306571,C0009421
C1306571,C0020649
C1306571,C0020578
C1306571,C0033774
C0012546,C0012556
C0012546,C0015967
C0012546,C0042963
C0012546,C0010200
C0012546,C0027059
C0012546,C0032541
C0012546,C0032285
C0001206,C0009677
C0001206,C0018681
C0001206,C0020538
C0001206,C0020458
C0001206,C0020555
C0001206,C0003862
C0001206,C0020580
C0001206,C0547030
C0085278,C0456909
C0085278,C0494562
C0085278,C0036572
C0085278,C0149931
C0085278,C0238457
C0085278,C0033687
C0085278,C0020538
C0085278,C0040034
C0085278,C0019054
C0085278,C0002871
C0085278,C0019080
C0085278,C0034734
C0085278,C0085642
C0085278,C0027051
C0085278,C0013922
C0085278,C0038454
C0085278,C0000809
C0020428,C0020538
C0020428,C0020621
C0020428,C0220983
C0003864,C0043251
C0003864,C0035243
C0007115,C0011168
C0007115,C0013404
C0007115,C0010200
C0151945,C0234233
C0151945,C0547030
C0151945,C0030193
C0151945,C0013604
C0151945,C0014544
C0151945,C0018681
C0151945,C0027497
C0151945,C0547030
C0151945,C0015967
C0151945,C0023518
C0151945,C0751495
C0151945,C0271355
C0151945,C0030353
C0542142,C0013404
C0542142,C0038450
C0007134,C0018965
C0007134,C0042341
C0007134,C0020437
C0007134,C0020538
C0007134,C1868945
C0007134,C0016199
C0007134,C2363736
C0007134,C0015672
C0007134,C0015967
C0007134,C0002871
C0451641,C0042963
C0451641,C0919671
C0451641,C0018965
C0451641,C0239937
C0451641,C0152169
C0451641,C0027497
C0021400,C0010200
C0021400,C0015967
C0021400,C0011168
C0021400,C0018681
C0021400,C0085593
C0520764,C1963891
C0520764,C0031154
C0520764,C0016479
C0520764,C0520459
C0520764,C0006057
C0520764,C0039614
C0520764,C1257843
C0035400,C0042963
C0035400,C0020615
C0035400,C0085584
C0035400,C0042963
C0035400,C0013144
C0035400,C0023380
C0035400,C0086565
C0032708,C0235704
C0032708,C0152025
C0032708,C0852415
C0032708,C0000737
C0032708,C0027497
C0032708,C0026821
C0032708,C1697844
C0032708,C0852553
C0032708,C0039239
C0032708,C0020538
C0376175,C0221328
C0376175,C0224176
C0026691,C0038362
C0026691,C0014745
C0026691,C0015967
C0026691,C0497156
C0026691,C0015230
C0026691,C0014034
C0026691,C0241262
C0026691,C0009763
C0011881,C0001925
C0011881,C0020473
C0036285,C0011168
C0036285,C0010200
C0036285,C0042963
C0036285,C0018681
C0036285,C0031350
C0036285,C0031157
C0036285,C0014034
C0036285,C0241262
C0036285,C0015230
C0036285,C0030232
C0036285,C0015967
C0036285,C0027497
C0036285,C0040425
C0017152,C0000737
C0017152,C3714614
C0017152,C0027497
C0017152,C0042963
C0017152,C0232462
C0264558,C0039239
C0264558,C0013404
C0264558,C0020649
C0264558,C0010520
C0264558,C0242184
C0264558,C0036974
C0008373,C0013456
C0008373,C0018777
C0008373,C0018681
C0008373,C0015967
C0031046,C0002962
C0031046,C0024282
C0020258,C0575081
C0020258,C0042024
C0020258,C1112468
C0020258,C0042024
C0152018,C0011168
C0152018,C2363736
C0152018,C0030193
C0152018,C0025222
C0152018,C0018926
C0152018,C2004489
C0152018,C0042963
C0152018,C0267072
C0152018,C0004604
C0152018,C0003123
C0152018,C0019825
C0152018,C2004489
C0152018,C0011168
C0152018,C0002962
C0152018,C0037036
C0152018,C0037036
C0152018,C0019825
C0152018,C0011168
C2239176,C0155773
C2239176,C0234233
C2239176,C0013911
C2239176,C0003962
C2239176,C0015967
C2239176,C1868945
C0040028,C0547030
C0040028,C0018681
C0040028,C0012833
C0040028,C0040264
C0040028,C0028081
C0040028,C0014591
C0040028,C0017565
C0040028,C0018944
C0040028,C0852415
C0040028,C0014804
C0040028,C0014804
C0040028,C0012833
C0040028,C0018681
C0040028,C0547030
C0040028,C0019087
C0040028,C0038002
C0040028,C0740394
C0040028,C0023518
C0751761,C0026635
C0751761,C0018777
C0751761,C0037384
C0751761,C0010200
C0008677,C0004339
C0153633,C0018681
C0153633,C0027497
C0153633,C0042963
C0153633,C0036572
C0153633,C0030353
C0038531,C0012833
C0038531,C0041657
C0038531,C0547030
C0038531,C0040264
C0038531,C0012766
C0038531,C0007758
C0038531,C0852415
C0038531,C0030193
C0038531,C0030232
C0027059,C0015672
C0027059,C0015967
C0027059,C0011991
C0027059,C0010200
C0027059,C0015230
C0027059,C0008031
C0027059,C0030252
C0021807,C0085624
C0021807,C0033774
C0008311,C0030193
C0008311,C0022346
C0008311,C0015967
C0008311,C0015967
C0008311,C0022346
C0566602,C0022346
C0566602,C0015672
C0566602,C0015672
C0566602,C0019209
C0566602,C0038002
C0566602,C0033774
C0566602,C0008370
C0024586,C0038218
C0024586,C0016382
C0024586,C0011991
C0852437,C0023518
C0852437,C0702266
C0852437,C0038002
C0852437,C0016059
C0852437,C0005699
C0149518,C0030193
C0149518,C0042963
C0149518,C0025222
C0149518,C0085577
C0149518,C0027497
C0149518,C3714614
C0149518,C0014724
C0149518,C1291077
C0035579,C0392452
C0035579,C0426824
C0035579,C0039621
C0035579,C0036572
C0035579,C0011334
C3888977,C0025323
C3888977,C0025874
C3888977,C0005682
C3888977,C0000727
C3888977,C0002871
C3888977,C0021359
C0023467,C0015672
C0023467,C0015967
C0023467,C0028081
C0023467,C0236171
C0023467,C0031256
C0023467,C0002871
C0029882,C0013456
C0029882,C0018777
C0029882,C0029883
C0006107,C0042384
C0006107,C0018681
C0006107,C0012833
C0014869,C0011168
C0014869,C0002962
C0010692,C0013428
C0010692,C0028734
C0010692,C0042023
C1510475,C0019080
C1510475,C0549099
C1510475,C0031154
C0376175,C0086625
C0376175,C0037822
C0376175,C0260662
C0011119,C0030193
C0011119,C0520546
C0011119,C0013604
C0011119,C0012766
C0011119,C0494562
C0011119,C0456909
C0011119,C0041657
C0011119,C0162297
C0752347,C0018524
C0752347,C0920048
C0752347,C0478875
C0149801,C0085593
C0149801,C0015967
C0149801,C0039239
C0149801,C0231835
C0149801,C0020649
C0149801,C0010520
C0149801,C0028961
C0043019,C1527344
C0043019,C0013362
C0043019,C0020580
C0043019,C1384666
C0558355,C0011168
C0558355,C0019825
C0558355,C0018520
C0206702,C0022346
C0206702,C0033774
C0206702,C0038238
C0024225,C0231218
C0024225,C0015967
C0024225,C0085593
C0024225,C0039239
C0030920,C3714614
C0030920,C0027497
C0030920,C0042963
C0030920,C2363736
C0030920,C0003123
C0030920,C0014724
C0030920,C2363736
C0030920,C0003123
C0030920,C0027497
C0030920,C3714614
C0030920,C0042963
C0017601,C0151827
C0017601,C0042963
C0017601,C0456909
C0017601,C0034941
C0017601,C0018681
C0017601,C0235267
C0017601,C0042963
C0017601,C0027497
C3495928,C0085636
C3495928,C0423602
C0949690,C0574960
C0949690,C0242490
C0949690,C0022081
C0949690,C0004604
C0949690,C0022081
C0949690,C0022073
C0003492,C0018681
C0003492,C0014591
C0003492,C0012833
C0003492,C0040264
C0003492,C0010520
C0003492,C0019214
C0152032,C0003460
C0152032,C0375553
C0027849,C0015967
C0027849,C0201973
C0030353,C0018681
C0030353,C0547030
C0030353,C0029124
C0392549,C0013384
C0035305,C0016242
C0035305,C0036454
C0041976,C0033774
C0019069,C0018944
C0019069,C0014591
C0019069,C0025323
C0017205,C0151825
C0017205,C0019087
C0017205,C0025323
C0017205,C0014591
C0017205,C0852361
C0017205,C0025874
C0017205,C0017565
C0017205,C0236171
C0017205,C0013404
C0017205,C0015934
C1704436,C0030193
C1704436,C0036974
C1704436,C0852415
C0035410,C0231528
C0035410,C0947912
C0035410,C0015967
C0035410,C0027497
C0035410,C0027080
C0035410,C0020461
C0035410,C0740394
C0035920,C0025007
C0035920,C0015231
C0035920,C0015230
C0023449,C0015967
C0023449,C0028081
C0023449,C0026946
C0023449,C0040034
C0023449,C0497156
C0023449,C0038002
C0023449,C0002871
C0023449,C0236171
C0023449,C0015672
C0023449,C0019214
C0014752,C0006840
C0014752,C0011616
C0014752,C0033860
C0014752,C0036508
C0014752,C0040252
C0028734,C0010692
C0028734,C0042024
C0028734,C0018801
C0028734,C1704272
C0028734,C1565489
C0028734,C0032961
C0028734,C0012798
C0948968,C0038002
C0002390,C0018681
C0002390,C0085593
C0002390,C0015672
C0002390,C2363736
C0002390,C0015967
C0002390,C0010200
C0002390,C0013404
C0002390,C0231835
C0003550,C0234488
C0024904,C0013456
C0024904,C0018777
C0024904,C0015967
C0024904,C0155540
C0039621,C0852415
C0259756,C0015967
C0259756,C0018681
C0259756,C0003862
C0259756,C0015230
C1258104,C0013604
C1258104,C0026846
C1258104,C0085616
C1258104,C0030232
C1258104,C0150988
C1258104,C0026034
C1258104,C0235499
C1258104,C0231528
C1258104,C0027121
C1258104,C0021847
C1258104,C0549493
C1258104,C0034069
C1258104,C0027059
C1258104,C0151654
C1258104,C0031046
C1258104,C0020538
C1258104,C0035085
C1258104,C0155765
C1258104,C0478124
C1258104,C0003864
C0030436,C0033860
C0030436,C0013595
C0087031,C0231528
C0087031,C0003862
C0087031,C0011168
C0087031,C0038002
C0087031,C0151859
C0087031,C0497156
C0087031,C0015230
C0087031,C0015967
C0087031,C0497156
C0087031,C0015230
C0087031,C0277799
C0087031,C0036749
C0087031,C0031046
C0087031,C0495672
C0087031,C0495673
C0087031,C0235999
C0087031,C0743912
C0175702,C1141969
C0023241,C0085593
C0023241,C0231528
C0023241,C0010200
C0023241,C0008031
C0023241,C0032285
C0023241,C0032231
C0023241,C0015967
C0023241,C0035455
C0023241,C0023067
C0023241,C0018681
C0023241,C0009676
C0023241,C0011991
C0340164,C0014743
C0340164,C0003864
C0020305,C0003962
C0020305,C0032227
C0020305,C0020224
C0007194,C0085612
C0007194,C0042514
C0007194,C0012833
C0007194,C0039070
C0007194,C0013404
C0007194,C0002962
C0553720,C0002871
C0553720,C0038002
C0553720,C0235983
C0553720,C0206160
C0553720,C0741494
C0017920,C0236171
C0002895,C0002878
C0002895,C0035085
C0002895,C0038454
C0002895,C0575805
C0002895,C0019214
C0002895,C0236171
C0002895,C0029443
C0002895,C0243026
C0002895,C0029456
C0002895,C0018965
C0002895,C1565489
C0002874,C0002871
C0002874,C0001824
C0002874,C0040034
C0002874,C0030232
C0002874,C0013404
C0002874,C0015672
C0002874,C0236171
C0002874,C0015967
C0002874,C0026946
C0002874,C0031256
C0002874,C0017565
C0002874,C0014591
C0023443,C0030312
C0023443,C0038002
C0023443,C0236171
C0036920,C0497156
C0036920,C0033774
C0036920,C0011606
C0036920,C0870082
C0036920,C0002170
C0036920,C0221260
C0085669,C0015672
C0085669,C0015967
C0085669,C0028081
C0085669,C0001824
C0085669,C0026946
C0085669,C0002871
C0085669,C0030232
C0085669,C0013404
C0085669,C0015672
C0085669,C0040034
C0085669,C0012739
C0085669,C0497156
C0085669,C0038002
C0085669,C0017574
C0085669,C0948840
C0085669,C0920063
C0002986,C1706559
C0002986,C0011991
C0002986,C0009806
C0002986,C0040264
C0002986,C0494562
C0002986,C0007787
C0002986,C0038454
C0020532,C0038002
C0020532,C0010828
C0020532,C0005959
C0398650,C0031256
C0398650,C0014591
C0398650,C0025323
C0014121,C0015967
C0014121,C0039239
C0014121,C0085593
C0014121,C3714552
C0014121,C0003123
C0014121,C2363736
C0014121,C0038990
C0014121,C0003862
C0014121,C0018808
C0014121,C0018801
C0014121,C0034063
C0014121,C1142004
C0014121,C0023211
C0014121,C0264686
C0014121,C0031039
C0014121,C0031256
C0014121,C0042384
C0014121,C0009080
C0014121,C0149651
C0014121,C0018989
C0014121,C0018965
C0014121,C0027697
C0014121,C0035085
C0014121,C0038002
C0014121,C0002871
C0014121,C0023518
C0014121,C0040034
C0035436,C0015967
C0035436,C0018681
C0035436,C0038990
C0035436,C0162323
C0035436,C0234906
C0035436,C0041834
C0035436,C0014743
C0035436,C0027059
C0035436,C0031046
C0035436,C0030270
C0026269,C0004238
C0026269,C0013922
C0026269,C0242073
C0026269,C0020542
C0026269,C0231807
C0026269,C0010200
C0026269,C1956414
C0026269,C0156195
C0026269,C0033687
C0026269,C0013604
C0026269,C0015672
C0026269,C0010520
C0026269,C0332610
C0026269,C0013404
C0026269,C0010200
C0026269,C0004238
C0026269,C0003811
C0026266,C0013404
C0026266,C0030252
C0026266,C0231912
C0026266,C0034063
C0026266,C0036980
C0026267,C0151636
C0026267,C0039239
C0026267,C0039070
C0026267,C0015672
C0026267,C0015672
C0026267,C0003467
C0003507,C0013404
C0003507,C0002962
C0003507,C0012833
C0003507,C0039070
C0003507,C0015672
C0003507,C0857087
C0003507,C0002962
C0003504,C0015672
C0003504,C0039070
C1956257,C0015672
C1956257,C0013404
C1956257,C0018801
C1956257,C0002962
C1956257,C0012833
C1956257,C0039070
C0018817,C0015672
C0018817,C0015672
C0018817,C0231807
C0018817,C0030252
C0018817,C0002962
C0018817,C0038454
C0018817,C0235527
C0018818,C0424605
C0018818,C0231807
C0018818,C0948783
C0018818,C0030252
C0018818,C0018801
C0018818,C0010520
C0018818,C0013404
C0018818,C0015672
C0018818,C0235527
C0018818,C0039070
C0018818,C0149651
C0018818,C0009080
C0018818,C0020649
C0013481,C0013404
C0013481,C0015672
C0013481,C0002962
C0013481,C0030252
C0013481,C0010520
C0013481,C0019209
C0039685,C0013404
C0039685,C0857375
C0039685,C0015672
C0039685,C0424605
C0039685,C0235527
C0024796,C0158731
C0024796,C0016842
C0024796,C0016202
C0024796,C0032326
C0024796,C0409495
C0024796,C0036439
C0024796,C0022821
C0024796,C0221358
C0024796,C0014306
C0024796,C3494422
C0024796,C0152459
C0024796,C0027092
C0024796,C0026267
C0024796,C0158731
C0024796,C0016842
C0024796,C0036439
C0024796,C0003486
C0024796,C0265004
C0024796,C0003706
C0024796,C0392477
C0024796,C0026266
C0151595,C0027497
C0151595,C0011991
C0151595,C0547030
C0151595,C0085610
C0151595,C0030587
C0151595,C0340464
C0151595,C0235477
C0151595,C0264886
C0007193,C0023212
C0007193,C0231807
C0041234,C0015967
C0041234,C0015672
C0041234,C0038002
C0041234,C0019209
C0041234,C0019214
C0041234,C0497156
C0041234,C0027059
C0041234,C0085298
C0041234,C0192389
C0041234,C0018800
C0041234,C0025164
C0041234,C0025160
C0007177,C1168392
C0007177,C0232118
C0007177,C0231807
C0007177,C0020649
C0007177,C0232118
C0007177,C0039239
C0265144,C1168392
C0265144,C0232118
C0265144,C0019209
C0265144,C0013604
C0265144,C0020532
C0265144,C0600177
C0265144,C0231807
C0265144,C0232118
C0027051,C0002962
C0027051,C3714552
C0027051,C0003467
C0027051,C0038990
C0027051,C0027497
C0027051,C0042963
C0027051,C0042514
C0027051,C0042510
C0027051,C0020649
C0027051,C0002962
C0024117,C0010200
C0024117,C0231807
C0032269,C0032285
C0032269,C0025289
C0032269,C0029882
C0032269,C0037199
C0032269,C0009763
C0032269,C0010043
C0026936,C0040586
C0026936,C0206061
C0026936,C0032285
C1096584,C0031350
C1096584,C0037199
C1096584,C0006277
C0029291,C0032285
C0029291,C0085593
C0029291,C0015967
C0029291,C0231528
C0029291,C0018681
C0029291,C0014591
C0029291,C0010200
C0029291,C0015230
C0029291,C0038002
C0034362,C0015967
C0034362,C0018681
C0034362,C0032285
C0034362,C0085593
C0034362,C0231528
C0034362,C0003862
C0034362,C0850149
C0034362,C0015230
C0034362,C0002962
C0003175,C0006285
C0003175,C0015967
C0003175,C0085593
C0003175,C0010200
C0003175,C0242184
C0035235,C0009443
C0035235,C0031350
C0035235,C0040586
C0035235,C0043167
C0035235,C0032285
C1535939,C0013404
C1535939,C0231835
C1535939,C0010200
C1535939,C0015967
C0085740,C0006266
C0085740,C0392315
C0085740,C0010520
C0085740,C0013404
C0085740,C0039239
C0085740,C0020649
C0037116,C0231807
C0037116,C0159054
C0007121,C0010200
C0007121,C0013404
C0007121,C0008031
C0007121,C0542142
C0007121,C0427855
C0007121,C0344306
C0007121,C0014306
C0007121,C0085655
C0007121,C0011633
C0007121,C0836924
C0007121,C0263661
C0007121,C0009080
C0007121,C0149651
C0007121,C0003862
C0007121,C0013404
C0007121,C0010200
C0007121,C0038450
C0007121,C0019079
C0007121,C0011168
C0007121,C2363736
C0007121,C0010200
C0007121,C0008031
C0007121,C2363736
C0007121,C0010201
C0007121,C0013404
C0007121,C0006625
C0007121,C0149651
C0007121,C0009080
C0007121,C0011168
C0007121,C0019825
C0007121,C0008031
C0007121,C2363736
C0007121,C0010200
C0007121,C0239134
C0007121,C0013404
C0007121,C2363736
C0007121,C0008031
C0036202,C0003864
C0036202,C0014743
C0036202,C0015967
C0036202,C0010200
C1321756,C0011168
C1321756,C2004489
C1321756,C0018520
C1321756,C3714614
C0014854,C0234233
C0014854,C0011168
C0014854,C2004489
C0014854,C0018520
C0014854,C0267072
C0014854,C2004489
C0014854,C0700198
C0014854,C0018520
C0024623,C0027497
C0024623,C0003123
C0024623,C0013395
C0024623,C0019209
C0024623,C0022346
C0024623,C0017181
C0024623,C0003962
C0024623,C2363736
C0024623,C0027497
C0024623,C0234222
C0024623,C0015672
C0024623,C1391732
C0024623,C0011168
C0024623,C0013395
C0024623,C0042963
C0024623,C0232462
C0024623,C2363736
C0016470,C0042109
C0016470,C0033774
C0016470,C0015230
C0016470,C0023052
C0016470,C0038218
C0016470,C0035455
C0016470,C0009443
C0016470,C0027429
C0016470,C0039239
C0016470,C0020649
C0302858,C0011991
C0302858,C0038238
C0302858,C2363736
C0302858,C0024523
C0302858,C0013604
C0302858,C0032227
C0302858,C0003962
C0302858,C0024312
C0009324,C0011991
C0009324,C0002871
C0009324,C0000737
C0009324,C0015967
C0400821,C0011991
C0400821,C2363736
C0400821,C0000737
C0400821,C0027497
C0400821,C1291077
C0022104,C0030193
C0022104,C0234222
C0022104,C3714614
C0022104,C0159060
C0022104,C1291077
C0022104,C0016204
C0022104,C0009806
C0022104,C0011991
C0022104,C0221512
C0001339,C0000737
C0001339,C0027497
C0001339,C0042963
C0001339,C1291077
C0001339,C0003962
C0001339,C0015967
C0001339,C0020649
C0001339,C0032227
C0001339,C0022346
C0001339,C0016382
C0001339,C0919671
C0149521,C0027497
C0149521,C0042963
C0149521,C2363736
C0149521,C1291077
C0149521,C0011991
C0149521,C0022346
C0206695,C0016382
C0206695,C0600142
C0206695,C0016382
C0206695,C0010520
C0206695,C0039239
C0206695,C0038990
C0206695,C0919671
C0206695,C0011991
C0206695,C2363736
C0206695,C0553980
C0206695,C0040961
C0206695,C0038218
C0206695,C0235499
C0206695,C0478124
C0021670,C0038990
C0021670,C0016382
C0021670,C0030252
C0021670,C0039239
C0021670,C0542247
C0021670,C0003467
C0021670,C0006370
C0021670,C0027497
C0021670,C0547030
C0021670,C0012833
C0021670,C0018681
C0021670,C0009676
C0021670,C0852415
C0021670,C0018991
C0021670,C0003537
C0021670,C0043094
C0086768,C0011991
C0086768,C0020621
C0086768,C0079581
C0086768,C2363736
C0086768,C0009676
C0019189,C0015672
C0019189,C0003123
C0019189,C0234233
C0019189,C0003862
C0019189,C0022346
C0019189,C0019209
C0019189,C0020532
C0019189,C0019214
C0019189,C0240773
C0019189,C0085666
C0019189,C0033774
C0019189,C0151514
C0019189,C0235499
C0019189,C0013312
C0019189,C0002453
C0019189,C0020678
C0019189,C0156312
C0019189,C0018418
C0023896,C0019209
C0023896,C0038002
C0023896,C0003123
C0023896,C0027497
C0023896,C2363736
C0023896,C0022346
C0023896,C0015967
C0162557,C0947927
C0162557,C0013144
C0162557,C0009421
C0162557,C0022346
C0162557,C0239571
C0162557,C0019087
C0162557,C0020649
C0162557,C0020578
C3805004,C0239937
C3805004,C0013604
C3805004,C0020538
C3805004,C0018965
C3805004,C0542571
C3805004,C0018681
C3805004,C0015967
C3805004,C0014544
C3805004,C0013144
C3805004,C0013404
C3805004,C0034063
C3805004,C0018965
C3805004,C1963913
C3805004,C0033687
C0451728,C0030232
C0451728,C0020538
C0451728,C0033687
C0451728,C0027726
C0451728,C1565489
C0451728,C0151701
C3805154,C0151825
C3805154,C0947912
C0027708,C0000737
C0027708,C0003123
C0027708,C0042963
C0027708,C0042963
C0027708,C0015967
C0027708,C0018965
